SNo,Rank,Allotted Quota,Allotted Institute,Course,Alloted Category,candidate Category,option No.,Remarks
11076,26875,-,-,-,-,-,-,Not Allotted.
11077,26882,All India,"GOVT. DENTAL COLLEGE, SHIMLA , HP GOVERNMENT DENTAL COLLEGE AND HOSPITAL SHIMLA",BDS,Open,OBC,54,Fresh Allotted in 2nd Round
11078,26890,-,-,-,-,-,-,Not Allotted.
11079,26892,Open Seat Quota,"AIIMS Bathinda  , Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,SC,SC,5,Upgraded
11080,26909,-,-,-,-,-,-,Not Allotted.
11081,26918,All India,"Government Dental College & Hospital, Srinagar , Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010",BDS,Open,EWS,330,Fresh Allotted in 2nd Round
11082,26920,-,-,-,-,-,-,Did not opt for Upgradation.
11083,26933,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh , All India Institute of Medical Sciences AIIMS
Kothipura Bilaspur Himachal Pradesh 174001, Himachal
Pradesh, 174001",MBBS,SC,SC,4,Fresh Allotted in 2nd Round
11084,26934,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,GN,56,Fresh Allotted in 2nd Round
11085,26935,-,-,-,-,-,-,Did not opt for Upgradation.
11086,26973,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open,OBC,1,Fresh Allotted in 2nd Round
11087,26979,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open,GN,349,Fresh Allotted in 2nd Round
11088,26983.5,-,-,-,-,-,-,Did not opt for Upgradation.
11089,27034,-,-,-,-,-,-,No Upgradation
11090,27036,-,-,-,-,-,-,Not Allotted.
11091,27066,-,-,-,-,-,-,No Upgradation
11092,27069,-,-,-,-,-,-,Not Allotted.
11093,27082,-,-,-,-,-,-,Did not opt for Upgradation.
11094,27084,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,101,Fresh Allotted in 2nd Round
11095,27091,-,-,-,-,-,-,No Upgradation
11096,27095,-,-,-,-,-,-,Did not fill up fresh choices.
11097,27100,-,-,-,-,-,-,Did not opt for Upgradation.
11098,27116,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open,OBC,345,Fresh Allotted in 2nd Round
11099,27117,-,-,-,-,-,-,Not Allotted.
11100,27122,-,-,-,-,-,-,Did not opt for Upgradation.
11101,27129,-,-,-,-,-,-,Not Allotted.
11102,27130,All India,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,Open,OBC,315,Fresh Allotted in 2nd Round
11103,27135,-,-,-,-,-,-,Not Allotted.
11104,27149,-,-,-,-,-,-,Not Allotted.
11105,27150,All India,"GOVT DEN COLL DENTAL WING PATIALA ,
Govt.Dental College and Hospital,Patiala, Punjab, 147001",BDS,Open,GN,59,Fresh Allotted in 2nd Round
11106,27159,-,-,-,-,-,-,Did not fill up fresh choices.
11107,27169,-,-,-,-,-,-,Not Allotted.
11108,27176,-,-,-,-,-,-,Did not opt for Upgradation.
11109,27177,Deemed/Paid Seats Quota,"Hamdard Inst of Med Sciences and Research, New Delhi
, Hamdard Nagar, Jamia Hamdard, New Delhi, Delhi (NCT), 110062",MBBS,Open,EWS,20,Fresh Allotted in 2nd Round
11110,27192,-,-,-,-,-,-,No Upgradation
11111,27193,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,EWS,EWS,346,Fresh Allotted in 2nd Round
11112,27201,-,-,-,-,-,-,Did not fill up fresh choices.
11113,27202,-,-,-,-,-,-,Not Allotted.
11114,27209,-,-,-,-,-,-,Did not fill up fresh choices.
11115,27214,-,-,-,-,-,-,No Upgradation
11116,27227,All India,"RUHS College of Dental Science, Jaipur , Ruhs College of dental science , johtwara road jaipur, Rajasthan, 302016",BDS,OBC,OBC,33,Fresh Allotted in 2nd Round
11117,27232,-,-,-,-,-,-,No Upgradation
11118,27257,All India,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,Open,OBC,322,Fresh Allotted in 2nd Round
11119,27258,-,-,-,-,-,-,Not Allotted.
11120,27260,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,335,Fresh Allotted in 2nd Round
11121,27268,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,7,Fresh Allotted in 2nd Round
11122,27275,All India,"RUHS College of Medical Sciences, Jaipur , RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR
-11, PRATAP NAGAR, SANGANER, JAIPUR
302033, Rajasthan,
302033",MBBS,SC,SC,13,Upgraded
11123,27290,-,-,-,-,-,-,Did not opt for Upgradation.
11124,27294,-,-,-,-,-,-,Not Allotted.
11125,27298,All India,"M.G.D.C. & HOSPITAL,
PUDUCHERRY , GOVT. OF PUDUCHERRY INSTITUTION, GORIMEDU, PONDICHERRY,
Puducherry, 605006",BDS,Open,EWS,7,Fresh Allotted in 2nd Round
11126,27308,-,-,-,-,-,-,Did not fill up fresh choices.
11127,27317,-,-,-,-,-,-,Did not opt for Upgradation.
11128,27319,Muslim Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,GN,45,Fresh Allotted in 2nd Round
11129,27326,All India,"GOVT. DENTAL COLLEGE, SHIMLA , HP GOVERNMENT DENTAL COLLEGE AND HOSPITAL SHIMLA",BDS,Open,GN,66,Fresh Allotted in 2nd Round
11130,27346,All India,"S.C.B. MEDICAL COLL(DENTAL),CUT TACK , S.C.B. Dental
College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha,
753007",BDS,Open,OBC,315,Fresh Allotted in 2nd Round
11131,27348,-,-,-,-,-,-,Not Allotted.
11132,27366,All India,"TAMILNADU GOVT
D.C. & HOSP, CHENNAI , No. 1,
TNPSC SALAI, PARK TOWN, CHENNAI
600003, Tamil Nadu,
600003",BDS,Open,OBC,161,Fresh Allotted in 2nd Round
11133,27372,-,-,-,-,-,-,Not Allotted.
11134,27383,All India,"Indira Gandhi Govt. Dental College, Jammu , Indira Gandhi Govt. Dental College, Rehari Chungi, Jammu, Jammu And Kashmir, 180005",BDS,Open,OBC,325,Fresh Allotted in 2nd Round
11135,27416,-,-,-,-,-,-,No Upgradation
11136,27420,-,-,-,-,-,-,Not Allotted.
11137,27421,-,-,-,-,-,-,Not Allotted.
11138,27432,-,-,-,-,-,-,Did not opt for Upgradation.
11139,27435,-,-,-,-,-,-,Did not opt for Upgradation.
11140,27441,-,-,-,-,-,-,No Upgradation
11141,27453,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,Open,GN,44,Fresh Allotted in 2nd Round
11142,27476,-,-,-,-,-,-,No Upgradation
11143,27480,-,-,-,-,-,-,Not Allotted.
11144,27487,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,33,Fresh Allotted in 2nd Round
11145,27495,-,-,-,-,-,-,Did not opt for Upgradation.
11146,27521,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi , MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002",BDS,OBC,OBC,354,Fresh Allotted in 2nd Round
11147,27523,-,-,-,-,-,-,Not Allotted.
11148,27542,-,-,-,-,-,-,Did not fill up fresh choices.
11149,27548,-,-,-,-,-,-,Did not opt for Upgradation.
11150,27557,-,-,-,-,-,-,Not Allotted.
11151,27561,-,-,-,-,-,-,Not Allotted.
11152,27572,-,-,-,-,-,-,Did not opt for Upgradation.
11153,27578,-,-,-,-,-,-,Did not fill up fresh choices.
11154,27582,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,EWS,EWS,349,Fresh Allotted in 2nd Round
11155,27586,-,-,-,-,-,-,Did not fill up fresh choices.
11156,27588,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,OBC,346,Fresh Allotted in 2nd Round
11157,27592,-,-,-,-,-,-,Did not fill up fresh choices.
11158,27611,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,OBC,315,Fresh Allotted in 2nd Round
11159,27642,-,-,-,-,-,-,No Upgradation
11160,27643,-,-,-,-,-,-,No Upgradation
11161,27660,-,-,-,-,-,-,Did not opt for Upgradation.
11162,27677,-,-,-,-,-,-,Not Allotted.
11163,27695,Deemed/Paid Seats Quota,"Hamdard Inst of Med Sciences and Research, New Delhi
, Hamdard Nagar, Jamia Hamdard, New Delhi, Delhi (NCT), 110062",MBBS,Open,GN,12,Upgraded
11164,27696,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,326,Fresh Allotted in 2nd Round
11165,27697,-,-,-,-,-,-,Not Allotted.
11166,27700,-,-,-,-,-,-,Did not opt for Upgradation.
11167,27715,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH , ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",BDS,Open,OBC,348,Fresh Allotted in 2nd Round
11168,27718,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,349,Fresh Allotted in 2nd Round
11169,27725,Open Seat Quota,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",MBBS,SC,SC,9,Fresh Allotted in 2nd Round
11170,27734,-,-,-,-,-,-,Not Allotted.
11171,27749,-,-,-,-,-,-,Not Allotted.
11172,27752,-,-,-,-,-,-,Did not opt for Upgradation.
11173,27756,-,-,-,-,-,-,Not Allotted.
11174,27771,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,OBC,21,Fresh Allotted in 2nd Round
11175,27781,-,-,-,-,-,-,Did not opt for Upgradation.
11176,27783,All India,"GOVT. D.C. & RESEARCH INST,BANGALORE , FORT, VICTORIA HOSPITAL CAMPUS, BANGALORE",BDS,EWS,EWS,85,Fresh Allotted in 2nd Round
11177,27830,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,EWS,EWS,339,Fresh Allotted in 2nd Round
11178,27845,All India,"GOVT DEN COLL DENTAL WING PATIALA ,
Govt.Dental College and Hospital,Patiala, Punjab, 147001",BDS,Open,GN,349,Fresh Allotted in 2nd Round
11179,27846,-,-,-,-,-,-,Not Allotted.
11180,27856,-,-,-,-,-,-,No Upgradation
11181,27858,Employees State Insurance Scheme(ESI),"Government Medical College, ESIC, Kollam , Parippally Kollam 691574,
Kerala, 691574",MBBS,Open,OBC,7,Upgraded
11182,27862,Deemed/Paid Seats Quota,"Hamdard Inst of Med Sciences and Research, New Delhi
, Hamdard Nagar, Jamia Hamdard, New Delhi, Delhi (NCT), 110062",MBBS,Open,OBC,1,Fresh Allotted in 2nd Round
11183,27884,-,-,-,-,-,-,Not Allotted.
11184,27896,-,-,-,-,-,-,No Upgradation
11185,27897,-,-,-,-,-,-,No Upgradation
11186,27898,-,-,-,-,-,-,Did not opt for Upgradation.
11187,27903,-,-,-,-,-,-,No Upgradation
11188,27905,-,-,-,-,-,-,No Upgradation
11189,27920,All India,"REGIONAL DENTAL COLLEGE, GUWAHATI , PO
Indrapur,Bhangagarh, Guwahati, Assam, 781032",BDS,OBC,OBC,164,Fresh Allotted in 2nd Round
11190,27937,-,-,-,-,-,-,Not Allotted.
11191,27944,All India,"Rajah Muthiah Dental College and Hos. , Annamalai  , GOVT DENTAL COLLEGE AND  HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",BDS,Open,OBC,212,Fresh Allotted in 2nd Round
11192,27946,-,-,-,-,-,-,Did not opt for Upgradation.
11193,27955,-,-,-,-,-,-,Not Allotted.
11194,27986,-,-,-,-,-,-,Not Allotted.
11195,28014,All India,"Govt Dental College RIMS Kadapa , PRINCIPAL GOVT DENTAL COLLEGE, RIMS, PUTLAMPALLI
KADAPA  State ANDHRA PRADESH
Pin 516004, Andhra
Pradesh, 516004",BDS,Open,GN,26,Fresh Allotted in 2nd Round
11196,28040,-,-,-,-,-,-,Did not opt for Upgradation.
11197,28042,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH , ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",BDS,Open,OBC,102,Fresh Allotted in 2nd Round
11198,28048,-,-,-,-,-,-,No Upgradation
11199,28071,-,-,-,-,-,-,No Upgradation
11200,28098,All India,"Rajah Muthiah Dental College and Hos. , Annamalai  , GOVT DENTAL COLLEGE AND  HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",BDS,Open,OBC,321,Fresh Allotted in 2nd Round
11201,28114,-,-,-,-,-,-,Did not fill up fresh choices.
11202,28123,-,-,-,-,-,-,No Upgradation
11203,28130,-,-,-,-,-,-,Did not opt for Upgradation.
11204,28131,-,-,-,-,-,-,Not Allotted.
11205,28145,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,EWS,EWS,340,Fresh Allotted in 2nd Round
11206,28146,-,-,-,-,-,-,Not Allotted.
11207,28167,Open Seat Quota,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,SC,SC,9,Fresh Allotted in 2nd Round
11208,28178,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,EWS,EWS,321,Fresh Allotted in 2nd Round
11209,28194,-,-,-,-,-,-,Not Allotted.
11210,28199,-,-,-,-,-,-,Not Allotted.
11211,28235,Open Seat Quota,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,SC,SC,10,Fresh Allotted in 2nd Round
11212,28240,-,-,-,-,-,-,No Upgradation
11213,28243,-,-,-,-,-,-,Did not fill up fresh choices.
11214,28253,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,2,Fresh Allotted in 2nd Round
11215,28270,All India,"M.G.D.C. & HOSPITAL,
PUDUCHERRY , GOVT. OF PUDUCHERRY INSTITUTION, GORIMEDU, PONDICHERRY,
Puducherry, 605006",BDS,EWS,EWS,125,Fresh Allotted in 2nd Round
11216,28276,-,-,-,-,-,-,No Upgradation
11217,28290,-,-,-,-,-,-,Did not opt for Upgradation.
11218,28293,-,-,-,-,-,-,Did not opt for Upgradation.
11219,28298,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,98,Fresh Allotted in 2nd Round
11220,28313,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,OBC,1,Fresh Allotted in 2nd Round
11221,28333,-,-,-,-,-,-,Did not opt for Upgradation.
11222,28341,-,-,-,-,-,-,No Upgradation
11223,28364,-,-,-,-,-,-,Did not opt for Upgradation.
11224,28375,-,-,-,-,-,-,Not Allotted.
11225,28382,All India,"GOVT. DENTAL COLLEGE, RAIPUR ,
Near Marahi Mata Mandir, Rajbandha Maidan, Raipur (C.G.), Chhattisgarh, 492001",BDS,Open,OBC,326,Fresh Allotted in 2nd Round
11226,28400,All India,"GOVT. DENTAL COLLEGE, RAIPUR ,
Near Marahi Mata Mandir, Rajbandha Maidan, Raipur (C.G.), Chhattisgarh, 492001",BDS,Open,GN,347,Fresh Allotted in 2nd Round
11227,28401,-,-,-,-,-,-,Not Allotted.
11228,28409,-,-,-,-,-,-,Not Allotted.
11229,28411,-,-,-,-,-,-,No Upgradation
11230,28412,-,-,-,-,-,-,Did not opt for Upgradation.
11231,28413,-,-,-,-,-,-,Did not opt for Upgradation.
11232,28414,-,-,-,-,-,-,Did not opt for Upgradation.
11233,28416,-,-,-,-,-,-,No Upgradation
11234,28417,-,-,-,-,-,-,Did not fill up fresh choices.
11235,28425,-,-,-,-,-,-,No Upgradation
11236,28426,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,91,Upgraded
11237,28430,All India,"R.N.T. MEDICAL COLLEGE, UDAIPUR
, Opposite Court Chourha, Udaipur",MBBS,SC,SC,4,Upgraded
11238,28434,-,-,-,-,-,-,No Upgradation
11239,28444,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH , ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",BDS,Open,OBC,341,Upgraded
11240,28462,-,-,-,-,-,-,Not Allotted.
11241,28482,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH , ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",BDS,Open,GN,1,Fresh Allotted in 2nd Round
11242,28500,-,-,-,-,-,-,Did not opt for Upgradation.
11243,28507,-,-,-,-,-,-,Did not fill up fresh choices.
11244,28550,-,-,-,-,-,-,No Upgradation
11245,28571,-,-,-,-,-,-,Did not opt for Upgradation.
11246,28590,All India,"GOVT DENTAL
COLLEGE Kannur , Pariyaram Medical College P O, Kannur, Kerala-670503., Kerala, 670503",BDS,Open,OBC,225,Fresh Allotted in 2nd Round
11247,28603,-,-,-,-,-,-,Not Allotted.
11248,28604,All India,"ESIC Dental College, Gulbarga , ESIC MEDICAL COLLEGE & HOSPITAL
CAMPUS, Sedam Road, Gulbarga, Karnataka, 585106",BDS,EWS,EWS,174,Fresh Allotted in 2nd Round
11249,28605,-,-,-,-,-,-,Did not opt for Upgradation.
11250,28606,All India,"GOVT. DENTAL COLLEGE, RAIPUR ,
Near Marahi Mata Mandir, Rajbandha Maidan, Raipur (C.G.), Chhattisgarh, 492001",BDS,Open,OBC,76,Fresh Allotted in 2nd Round
11251,28613,-,-,-,-,-,-,Did not fill up fresh choices.
11252,28615,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,150,Fresh Allotted in 2nd Round
11253,28620,All India,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA , 114 AJC BOSE ROAD",BDS,Open,EWS,339,Fresh Allotted in 2nd Round
11254,28621,-,-,-,-,-,-,Did not fill up fresh choices.
11255,28644,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK , Post
Graduate Institute of Dental Sciences, Rohtak, Haryana, 124001",BDS,Open,GN,159,Fresh Allotted in 2nd Round
11256,28656,-,-,-,-,-,-,Did not opt for Upgradation.
11257,28658,-,-,-,-,-,-,Not Allotted.
11258,28662,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,336,Fresh Allotted in 2nd Round
11259,28665,All India,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA , 114 AJC BOSE ROAD",BDS,Open,EWS,301,Fresh Allotted in 2nd Round
11260,28705,-,-,-,-,-,-,Did not opt for Upgradation.
11261,28710,-,-,-,-,-,-,Did not opt for Upgradation.
11262,28734,-,-,-,-,-,-,Not Allotted.
11263,28741,-,-,-,-,-,-,Did not opt for Upgradation.
11264,28749,-,-,-,-,-,-,Not Allotted.
11265,28771,-,-,-,-,-,-,No Upgradation
11266,28776,-,-,-,-,-,-,Did not opt for Upgradation.
11267,28784,-,-,-,-,-,-,No Upgradation
11268,28790,-,-,-,-,-,-,Not Allotted.
11269,28794,-,-,-,-,-,-,No Upgradation
11270,28813,-,-,-,-,-,-,No Upgradation
11271,28814,All India,"PB. GOVT. DENTAL COLLEGE & HOSP,AMRITSAR ,
Majitha Road,Amritsar, Punjab, 143001",BDS,Open,GN,145,Fresh Allotted in 2nd Round
11272,28819,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,1,Fresh Allotted in 2nd Round
11273,28824,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh , All India Institute of Medical Sciences AIIMS
Kothipura Bilaspur Himachal Pradesh 174001, Himachal
Pradesh, 174001",MBBS,SC,SC,6,Fresh Allotted in 2nd Round
11274,28829,-,-,-,-,-,-,Did not opt for Upgradation.
11275,28832,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR , Opp.
City Police Line, Navagam Ghed, Jamnagar, Gujarat, 361008",BDS,Open,GN,4,Fresh Allotted in 2nd Round
11276,28845,All India,"PB. GOVT. DENTAL COLLEGE & HOSP,AMRITSAR ,
Majitha Road,Amritsar, Punjab, 143001",BDS,Open,EWS,308,Fresh Allotted in 2nd Round
11277,28849,-,-,-,-,-,-,Did not fill up fresh choices.
11278,28852,All India,"S.C.B. MEDICAL COLLEGE, CUTTACK ,
Mangalabag, Cuttack, Odisha, 753007",MBBS,SC,SC,21,Fresh Allotted in 2nd Round
11279,28853,-,-,-,-,-,-,Did not opt for Upgradation.
11280,28861,All India,"S.C.B. MEDICAL COLL(DENTAL),CUT TACK , S.C.B. Dental
College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha,
753007",BDS,Open,OBC,43,Fresh Allotted in 2nd Round
11281,28886,-,-,-,-,-,-,Not Allotted.
11282,28909,-,-,-,-,-,-,Did not opt for Upgradation.
11283,28914,-,-,-,-,-,-,Not Allotted.
11284,28915,-,-,-,-,-,-,Did not fill up fresh choices.
11285,28925,All India,"GANDHI MEDICAL COLLEGE, BHOPAL
, Royal Market Sultania Road Bhopal, Madhya Pradesh, 462001",MBBS,SC,SC,6,Fresh Allotted in 2nd Round
11286,28935,-,-,-,-,-,-,No Upgradation
11287,28943,-,-,-,-,-,-,Not Allotted.
11288,28949,-,-,-,-,-,-,Did not opt for Upgradation.
11289,28952,All India,"GOVT. DENTAL COLLEGE, KOZIKODE , MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE, Kerala, 673008",BDS,Open,OBC,16,Fresh Allotted in 2nd Round
11290,28960,-,-,-,-,-,-,No Upgradation
11291,28962,All India,"GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD
, NEW CIVIL HOSPITAL CAMPUS, ASARWA, AHMEDABAD,
Gujarat, 380016",BDS,Open,OBC,1,Fresh Allotted in 2nd Round
11292,28972,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH , ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",BDS,Open,EWS,349,Fresh Allotted in 2nd Round
11293,28978,-,-,-,-,-,-,Did not opt for Upgradation.
11294,28986,-,-,-,-,-,-,Did not opt for Upgradation.
11295,28991,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR , Opp.
City Police Line, Navagam Ghed, Jamnagar, Gujarat, 361008",BDS,Open,GN,138,Fresh Allotted in 2nd Round
11296,29010,-,-,-,-,-,-,Did not fill up fresh choices.
11297,29019,-,-,-,-,-,-,Did not opt for Upgradation.
11298,29023,-,-,-,-,-,-,Not Allotted.
11299,29029,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK , Post
Graduate Institute of Dental Sciences, Rohtak, Haryana, 124001",BDS,Open,EWS,348,Fresh Allotted in 2nd Round
11300,29043,-,-,-,-,-,-,No Upgradation
11301,29044,-,-,-,-,-,-,Did not opt for Upgradation.
11302,29047,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,352,Fresh Allotted in 2nd Round
11303,29051,Non-Resident Indian(AMU) Quota,"Jawaharlal Nehru Medical College, AMU,ALIGARH , ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",MBBS,Open,GN,2,Upgraded
11304,29064,-,-,-,-,-,-,Not Allotted.
11305,29069,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,349,Fresh Allotted in 2nd Round
11306,29072,-,-,-,-,-,-,No Upgradation
11307,29090,All India,"Dental Institue, RIMS, Ranchi , Dental College, Rajendra Institute of Medical Sciences, Bariatu, Ranchi, Jharkhand, 843009",BDS,Open,GN,4,Fresh Allotted in 2nd Round
11308,29109,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,EWS,155,Fresh Allotted in 2nd Round
11309,29112,All India,"Government Dental College & Hospital, Srinagar , Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010",BDS,Open,EWS,155,Fresh Allotted in 2nd Round
11310,29115,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,21,Fresh Allotted in 2nd Round
11311,29119,All India,"Government Dental College Hyderabad , GOVERNMENT DENTAL COLLEGE AND HOSPITAL, AFZALGUNJ, HYDERABAD -
500012, Telangana,
500012",BDS,Open,OBC,172,Fresh Allotted in 2nd Round
11312,29131,Open Seat Quota,"AIIMS Mangalagiri  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI MANGALAGIRI GUNTUR (Dt) ANDHRA PRADESH,
Andhra Pradesh, 522503",MBBS,SC,SC,4,Fresh Allotted in 2nd Round
11313,29137,-,-,-,-,-,-,Not Allotted.
